"","Mi.LD1","Ma.LD1","Mo.LD1","Ne.LD1","De.LD1","B.LD1","T.LD1","NK.LD1"
"ENSMUSG00000000103",0.00353084267207293,0.00237436199390597,0.000108905630901498,0.00273547413160651,8.42520418721312e-05,0.00197600975849571,0.00333016691856598,0.000486805224724632
"ENSMUSG00000000120",0.00194237145902255,0.00177071606323105,0.00081878509692046,0.000477546233427993,0.00129806213909108,0.00403381557042218,0.00242678647863492,0.0020219147285052
"ENSMUSG00000000125",0.00446212555172836,0.00132114545219437,0.00258789564921012,0.00466651820869784,0.00153429561424297,0.00945721328352988,0.0019605890369956,0.00894003499142808
"ENSMUSG00000000126",0.000192019290958181,3.58567295429932e-05,6.80376594829974e-05,0.00265771903268601,0.000157317071079537,0.000348909903298965,0.00333830901007303,0.00226692409871622
"ENSMUSG00000000127",0.00158003448871515,0.00163384711440963,0.000686374884621133,0.000392832237886488,0.00101693587508818,0.000523679999135095,0.00027241207923358,0.000564423046883704
"ENSMUSG00000000131",0.00128308442120656,0.000625223307007613,0.00106305846745464,0.00297992059777616,0.00057693581998119,0.000213961109168384,0.000257745647960716,0.000352710683819372
"ENSMUSG00000000134",0.000195911729719683,0.00120741835521656,0.00115358686330169,1.95951738597697e-05,0.000524487392176329,6.12700276593382e-05,0.000773717309276665,0.000663751821487598
"ENSMUSG00000000142",0.000599033344892832,0.00154360681562832,8.13309326077023e-05,0.00143262720958057,0.000951304367299329,0.000724043688306428,0.00717473015069434,0.00145859141802196
"ENSMUSG00000000148",0.00594567698064394,0.00799040209226028,0.0038100372049479,0.00010554730698462,0.00645748819790687,0.00352888239173946,0.00222647345446267,0.00528848124040997
"ENSMUSG00000000149",0.0015086972166707,0.00103297583736247,0.000427197617304484,4.74847916027279e-05,0.000873841801247033,0.000884278712890232,0.000563674464218025,0.00158710232693222
"ENSMUSG00000000154",0.00175845827943739,0.00130340297695267,0.000332640132194539,0.0036351517197152,0.000735395858802488,0.00344479201245062,0.00141589801111636,0.00211502785583798
"ENSMUSG00000000157",0.000462723241975983,0.000121276784472235,0.000864484472175083,0.0102479836765104,0.000296395481258598,0.000335521961812945,0.000303305143720893,0.000178810275368443
"ENSMUSG00000000159",0.00453536973104512,0.00700039294881175,0.00404452860836979,0.00432051755172774,0.00493331625335958,0.00488623898484486,0.00779220334042841,0.00349699136316478
"ENSMUSG00000000167",0.00119468386625891,0.00613945571153131,0.00390636523382877,0.00457425742224067,0.00499992413203525,0.00112662822282742,0.00174047927086118,0.000116168225257359
"ENSMUSG00000000168",0.00117434242418538,0.000880878879547448,0.000640901557655797,0.000424394940793811,0.000473810729698579,0.00315702657870018,0.000783435774182852,0.00391063636054162
"ENSMUSG00000000171",0.00262777232940499,0.00268537969219509,0.00238662851865641,0.00188933154465034,7.93172932530906e-05,0.000382398435982091,0.000143301088489511,0.00022517982897013
"ENSMUSG00000000182",0.00170205067763877,0.000303861659285883,0.0017061781447268,0.0054427425135181,0.000896084780433208,0.00409754818761917,0.00282529018804158,0.00201644109409064
"ENSMUSG00000000183",0.00893939120662619,0.000939138484961762,0.00351622712231377,0.00841025784851638,0.00405353612984427,0.00438158766579837,0.00296587922151272,0.00242711453712296
"ENSMUSG00000000184",0.000643072312546626,0.000959660031893821,0.000586114501728925,0.000188947292582155,0.000951276978137326,0.00102416884407444,0.000630488163721069,5.83847188369967e-05
"ENSMUSG00000000194",0.0022549998957482,0.00017737307358961,0.00146160788296289,0.000145164210935519,0.00187343208255857,0.0015764550537538,0.000477034592560555,0.00265971750857395
"ENSMUSG00000000197",0.00779885879883851,0.00419598475305514,0.012231591374216,0.00979455159219991,0.00197506752540325,0.018028838206992,0.00820666832922911,0.0190509541137626
"ENSMUSG00000000202",0.00257412711826785,0.00242660351489362,0.00158640953253742,0.00441055881922109,0.00323875248300615,0.000586002494461301,0.00105358970197744,0.00521133375448857
"ENSMUSG00000000204",0.000196033405999191,0.000307875659017082,0.000256538131953396,0.00168591332489175,0.000315736253719609,2.07631030875738e-05,0.000146913567192202,0.000430895132289711
"ENSMUSG00000000214",0.00337473765576995,0.0019410283118613,0.00208550433008063,0.00609565581182908,0.00335696383466547,0.0115807096221158,0.00224674342407962,0.00219606952607548
"ENSMUSG00000000215",0.0118620584308812,0.00701714302481387,0.0031666853799212,0.00232672386453815,0.00792482200433775,0.00471248862577361,0.00451503310541638,0.00647932442265313
"ENSMUSG00000000216",0.00230192310209013,0.00334712228824162,0.00266994952361373,0.00316581282096135,0.00285388955320245,0.00812330407079479,0.00230333045598468,0.00773802086436528
"ENSMUSG00000000223",0.0102553208365944,0.00393258558219589,0.000140896752111438,0.0094573807373406,0.00145652561942933,0.0115535902266758,0.00324239923351098,0.00609911052050513
"ENSMUSG00000000244",0.000343757548215813,0.000600247344467527,1.53658255497043e-05,0.000783081941388987,0.00232881863796693,0.000117761586057545,0.00130804135003184,0.000671926493846362
"ENSMUSG00000000247",0.00281405004667685,0.000403939924849939,0.0024435848883746,0.00449445246324269,0.00133168778277189,0.00273607699427852,0.00047412624199715,0.00173947128224925
"ENSMUSG00000000248",0.00358660218023304,0.00170532930014064,0.00217653470438501,0.0042300646476548,0.00147175833686961,0.000780028285772051,0.00294606854114144,0.00386864618637009
"ENSMUSG00000000253",0.00139049090439124,0.00148386514183239,6.49888644465382e-05,0.000610549664885449,0.00136652775201202,4.68291204397493e-05,0.000196923726171137,0.000332275758411148
"ENSMUSG00000000263",0.0046474864382653,0.00788332057169387,0.00809733828989773,0.00842911558573313,0.00483093645459378,0.00336165584152556,0.00235408171062538,0.00171887546767359
"ENSMUSG00000000266",0.00529317295321339,0.00161155560702445,0.00254898329602895,5.87598900705811e-05,0.00319749181670324,0.00701843027598946,0.00271074886159115,0.000321945577626975
"ENSMUSG00000000275",0.0013519864759515,0.000852205932004185,0.00147830723529668,0.00180244087918076,0.000886682586093021,0.000238043603095246,0.000127887296487209,5.57185874764078e-05
"ENSMUSG00000000276",0.00106064056202348,0.000408566597578337,0.00231683273381295,0.000256152430037234,0.000742583032946637,0.00127409491818332,0.000139295287965231,0.000165591503050577
"ENSMUSG00000000278",0.000419648299219799,0.000210648052902989,0.000193221738702227,1.16650661224211e-05,8.21368917379025e-06,0.000132648251418687,0.00131904356532672,0.00045352550239633
"ENSMUSG00000000282",0.000457133745629908,0.00362182033866385,0.00732910060118605,0.00306165793645076,0.00512365212467239,0.00169976017252342,0.000989626045860162,0.00381071617325578
"ENSMUSG00000000290",0.000712615320995874,0.000167781620368061,0.000310808504993828,0.000690494081311241,8.98174185201134e-05,0.000915703537454537,0.000793783918328155,0.000290676903140135
"ENSMUSG00000000295",0.000332729618055963,0.0022843130169382,0.00131124406177253,0.00350451114703987,0.00343791411508917,6.44048537495955e-05,0.00140069981660158,0.00274331347716306
"ENSMUSG00000000296",2.11996464499535e-05,0.00091058738982645,0.00759707027791745,0.0068805970359305,0.00495048157852814,0.00578652988308884,0.00205290733732128,0.00187892476914208
"ENSMUSG00000000301",0.00178955118650804,0.0042863242983498,0.00289279935580521,0.000795381568849246,0.00487780963101091,0.00359913330778641,0.00159893475327186,0.00139377138039243
"ENSMUSG00000000303",0.000806180297652946,0.000108881599319869,0.000567610582388012,1.89294973579152e-05,0.000438643836284391,0.000774719142143729,0.000151760716412079,0.000613265152145092
"ENSMUSG00000000305",0.00344363268539947,0.00121811481331226,0.00340536228942272,0.000916544386035144,0.00110065075618056,0.00527132721936735,0.00143138935185886,0.00550988644521243
"ENSMUSG00000000308",0.000522608600341725,0.000385223605145138,0.000771017401751583,0.000291533052663568,0.00101844234602527,0.000291762577575176,0.000274410876707301,0.000838008257405522
"ENSMUSG00000000317",0.00389254000439442,0.00206323929693177,0.00400830068767766,0.00192742421665731,0.00333942846090932,0.000932214127246108,0.000785810015902296,0.00370978581987554
"ENSMUSG00000000318",0.000105921203054169,0.000421908201989279,0.000199072412280869,0.000442981133381916,0.000109567541871436,9.67460703384816e-05,0.000442507357096238,0.000140985496194283
"ENSMUSG00000000320",0.00230564088588616,0.00131953538555354,0.00028226542340616,0.00148623323440676,0.000457965728341344,0.0062538032310061,0.00059831063470757,0.0035015687492857
"ENSMUSG00000000325",0.00139616397270545,0.000470129567203869,0.00329745117456469,0.000985241822191324,0.00147735707320613,0.00699755207483411,0.00320117761693141,0.00100984507246445
"ENSMUSG00000000326",0.000788229325005929,0.00184478325222646,0.000200940328005164,0.0005065309109593,0.00113957806758038,0.000347955559693839,0.000330452947722495,0.000180698635442909
"ENSMUSG00000000339",0.000445240604601633,0.00106556940845908,0.000737698081295612,0.00171602136216283,0.00116847097925194,0.000653541777220078,0.000380529991589558,0.000961584840673002
"ENSMUSG00000000340",0.000608279145446371,0.00152691312033,0.00184123994634118,0.0022984758920605,0.000197251241912782,0.000598321700809056,0.000240115567567016,0.000570820762331599
"ENSMUSG00000000346",0.000429985048462018,0.00302803572506986,0.00304892692690981,0.00440814861371915,0.00141936067921625,0.000180770210664673,0.00110090927070952,0.00416467345091634
"ENSMUSG00000000355",0.00191289462679458,0.000656295151786482,0.00253691271604174,0.00049720471092196,0.000449514805825787,0.000936930369083912,0.000556884077617688,0.00135298545155863
"ENSMUSG00000000359",0.00307596499098682,0.0010586761745381,0.00183950351755988,0.00056008266356593,0.00482432446973528,0.000912515245186117,0.00202988636837763,0.00112573017029967
"ENSMUSG00000000365",0.00453428612089134,0.00521338027763276,0.000399633535912659,0.00711636104416685,0.00490717990360226,0.00788870545269438,0.00265211754494078,0.00471007134587558
"ENSMUSG00000000374",0.000253938304769944,0.00199539953757928,0.00158976373667584,0.00239036046997229,0.000407530225425854,0.00180968676544014,0.00207820787477114,0.000143106279393638
"ENSMUSG00000000378",0.000625217135225412,0.00169403130336395,0.00210970602036378,0.00043143471021792,0.00131944562887907,0.000407620472420634,0.00139701030412695,0.000970630371287681
"ENSMUSG00000000381",0.000797029243328025,0.000503112504521984,0.00105263456462963,0.00313165227163325,0.00159464839560181,0.00601992487043609,0.00060007339625898,0.00122628494495415
"ENSMUSG00000000384",0.00154746772777778,0.00046056750029005,0.00108100720493271,0.0011347086477183,0.000169756879118737,0.000986894877382587,0.00123657673995814,0.00292986273996971
"ENSMUSG00000000385",6.70941177849721e-06,0.00134001759177499,0.00283965794460675,0.00559110360578288,0.00109152964773283,0.00266514332806591,0.0011852647596051,0.000452052175551004
"ENSMUSG00000000386",0.000733727191803595,0.000148597901779571,0.000411767869989102,0.000343555344949802,0.000414785914523001,0.000367339755494652,0.000887356162351995,0.000160746817397654
"ENSMUSG00000000392",0.000139092073897872,0.000719560156704464,0.00010923290111194,0.00199630573887168,0.000583803808682485,0.00106908494178493,0.00119623423335399,0.00134927580347839
"ENSMUSG00000000394",0.00254665527453595,0.00168668301263533,0.00599416605023389,0.00822059701380641,0.0023689137314477,0.00629627761408668,6.6139487989988e-05,0.00249416757777708
"ENSMUSG00000000399",4.39481360022308e-05,0.000321822077132977,6.02300168775532e-05,0.00146611430950598,3.16885796505532e-05,0.000640338793261302,0.000238331371921606,1.44547294580993e-05
"ENSMUSG00000000402",0.00168696361747869,0.00160738049836437,0.00267221398987601,0.00580594482391497,0.000903922957249146,8.73021347055081e-05,0.00351707419667832,0.00601338432444823
"ENSMUSG00000000409",0.000267884244493728,0.000177366658307116,0.000126207005916326,0.00017577454673924,0.000601601715662268,0.000104663263649564,0.00296878645043596,0.000213076985848525
"ENSMUSG00000000411",0.00224854480414641,0.000526646914915172,1.07615579395318e-05,0.00353047804454942,0.00238461349211895,0.00439114893799614,0.00336516502010395,0.00236186515689296
"ENSMUSG00000000416",0.0123449621428613,0.00412893655254456,0.00392965080663462,0.00350022548952322,0.000560385074303029,0.00555295463626485,0.00917147719535338,0.00245131652173303
"ENSMUSG00000000420",0.000913662544918267,0.000904122938004417,1.88948500783612e-05,0.000925127067249213,7.45276860879997e-05,0.00179002291765807,0.000769149610944363,0.0032434888415689
"ENSMUSG00000000435",0.00572604959878404,0.0020300273250746,0.0017447934589582,0.00106882427424027,0.000130420573627249,0.00110920544600729,0.0076018123034864,0.00649490680413675
"ENSMUSG00000000439",0.00467058309194985,0.00300745351866518,0.000124272634206993,0.00101795587202736,0.00275794735961197,0.00316686888001417,0.00316512725034566,0.000651863934122478
"ENSMUSG00000000440",6.25218334955714e-05,0.000804193335359598,0.00126272845839763,0.000739301518887758,0.000585252216711953,0.000502690270898178,0.000209449683234462,0.000247431884752243
"ENSMUSG00000000441",0.001258317476011,0.000505806713041729,0.000379473523294109,0.00149032162785569,0.000532038984234035,0.00086425951897265,0.000309093690808461,7.91396867212562e-05
"ENSMUSG00000000486",0.000193107230970719,0.000182683028827442,0.000651762787927152,0.000131595199494109,0.000294272763093779,0.000278900198674176,0.000754121529563606,5.8119006794643e-06
"ENSMUSG00000000489",4.90222405271141e-05,0.000349686621711309,0.000915633745359887,0.00142890428908342,0.000124881732280848,6.07525336361325e-05,0.000701221096342713,0.000924420110273125
"ENSMUSG00000000530",0.000676607439341031,0.000221762058637452,6.05143275727405e-05,0.000170773031189022,9.85821192727342e-05,0.00111194959857369,0.000214762106730526,0.000119597261419998
"ENSMUSG00000000531",0.000640765092449814,0.000652406117773318,1.68188683441405e-05,0.000302635395247807,0.00125112700359559,0.000854698203110674,0.000220213705415552,0.000170182182546363
"ENSMUSG00000000532",0.00209549556692143,0.000149263639685356,0.00300499298682126,0.00114978552204603,0.00313274320086549,0.000655118973205522,0.000666947779719711,0.000181521972466868
"ENSMUSG00000000538",0.000805993188904981,0.000582306903171303,0.0012640787047552,9.86101523765394e-05,0.00228456333336649,0.00215041457806106,0.000973856238624035,0.000302155658601764
"ENSMUSG00000000544",0.00973932999525763,0.00677664933861269,0.00477937003788838,6.64553939461985e-05,0.00137108985063576,0.00711979305995842,0.00181634317155416,0.0051900001552961
"ENSMUSG00000000552",0.000263181382030999,0.00114500374695378,0.00186725791197827,0.00172222084614885,0.00177862871920976,0.00239656744224957,6.28038447440672e-05,0.000107562317347073
"ENSMUSG00000000555",0.000243650855701328,0.000445687167432217,0.000897092405618051,0.000147057722543887,0.000525958101398701,0.00131992860905058,0.000913664590980105,0.000126453859591493
"ENSMUSG00000000560",0.00676926592401046,0.000826534017778446,0.0019749255221563,0.00435823061710111,0.00489073301137958,0.00418337087475491,4.92527833735959e-05,0.0150773379987238
"ENSMUSG00000000561",0.000616967182276457,0.000135423080443308,0.00120961714513728,7.03463551649373e-05,0.000405661151575172,4.29251696650351e-05,0.00140319593209923,0.00180853179612439
"ENSMUSG00000000562",0.00107035071068607,0.000848632511892936,0.000418201144161573,0.000962507482964739,0.00146507578156902,0.00103644603234866,0.000910124140403796,0.00107433477447956
"ENSMUSG00000000563",0.000359017976463084,0.00246832007093684,0.00614500966202859,0.00178229775545629,0.00167380404656358,0.00123118504462153,0.00217970784780602,0.00102477272309627
"ENSMUSG00000000567",0.000709885027229932,0.00251405926952738,0.00161060088713251,0.0028372963708317,0.000877014111200192,0.000462942522740335,0.00147862288596856,0.00141604091687318
"ENSMUSG00000000568",0.0022813884660625,0.00104339537223764,3.03494979666883e-06,0.00022843001638565,0.000655680171315578,0.00174297815959284,0.00140439663899251,0.00054643173316913
"ENSMUSG00000000581",0.00277581397688861,5.33983520697145e-05,0.0020621189673617,0.00121887995782559,0.00207509721577799,0.00114740886095068,0.00274158064310551,0.00200384984757032
"ENSMUSG00000000594",8.8581807604059e-05,0.00048374471342748,0.000915742654850784,0.00050553608808926,0.00127013089369056,0.00017501281443261,0.00164231640644803,0.000414318067743159
"ENSMUSG00000000600",0.000853570377368073,0.000299771373256895,0.00144869582781781,0.00191978624460017,0.000689597070785128,0.000216388622861249,6.38338221631575e-05,0.000719128578314213
"ENSMUSG00000000605",0.000143735589033987,0.00207891899679588,8.37498725340443e-05,0.00119649019829247,0.00205778762152536,0.000399264949578606,0.00200714917607933,0.00156889020972314
"ENSMUSG00000000617",0.00285136576517492,0.00170475866045729,0.00366814218167112,0.00508091661600054,0.00134657381277225,0.0011150452487859,0.000697713066635875,0.00121561717167096
"ENSMUSG00000000627",0.000362820836793762,0.00162016172315404,0.00210712229052413,0.000101598749939118,0.00318082980645763,0.00110409919921061,0.0022376870810068,0.000302294372403764
"ENSMUSG00000000628",0.000544807331942577,0.000531863703399811,0.000356268550337342,0.000518297721981592,0.00064974562303991,0.000171914495967686,0.00147739488640113,0.000115569553125343
"ENSMUSG00000000631",0.000274941138228656,0.00312594175299139,0.00328822325164574,0.00182463299070262,0.000781648714786944,0.000354477799536391,0.00141047247323332,0.000204494324432276
"ENSMUSG00000000632",0.00098587526818841,0.00686261573303558,0.00333358152649297,0.000157688950583677,0.0065166104014311,0.00347005730343186,0.00563627352857472,0.00104503447639451
"ENSMUSG00000000673",0.000507008095617941,0.0015420370141308,0.000581895796282277,1.74485501755776e-05,0.000764368268900596,0.00131191708879715,0.00207162981326099,0.00102521697682491
"ENSMUSG00000000682",0.00128362163107888,0.002091292168245,0.000933297618667538,0.000480542424709125,0.000929605491166836,0.00103220011206452,0.000243734647602995,0.000473845495621545
"ENSMUSG00000000686",0.000799813920636084,0.00121576705484522,0.000477099255440023,0.000966192887040692,0.00147380424749409,0.00107889254231732,0.00109610431027356,0.000342878454080524
"ENSMUSG00000000690",0.000896598377747936,0.001277417598737,0.0037824552637771,0.00217745425446504,0.000959051943857299,0.00522513913191429,0.00213163978565075,0.00413563276637629
"ENSMUSG00000000693",0.00111391809193104,0.00164132353857585,0.000452301331783029,0.000850663058354057,0.00152885680963789,0.000307035038334405,0.00135109960006854,0.000896490767253429
"ENSMUSG00000000701",0.00224858853641793,0.00512744124902539,0.00925920496993727,0.00182237053531788,0.000854038891101903,0.00425928987040824,0.00704221830544782,0.00520970823005887
"ENSMUSG00000000706",0.00653041732413225,0.00682258886369311,0.000121464204242553,0.0061399170381776,0.0112566198925693,0.00182702832682718,0.000254635611362859,0.00278228909468257
"ENSMUSG00000000708",0.000457448414993286,0.00121522011009507,0.00224042080251044,0.00108315273198142,4.43771600886152e-05,0.00158323812549871,0.00164828098863214,0.00203010783170421
"ENSMUSG00000000711",0.00211816007056672,0.00124718789959313,0.000391837658202171,0.00278385735818196,0.000661725866629304,0.00168988472369553,0.00134798978662042,0.0016368036946569
"ENSMUSG00000000724",0.00278146507384624,0.00452791487744901,0.00567211239427691,0.00142185397744556,0.0026876646574569,0.0128029670581949,0.000628242368026871,0.00214025487761961
"ENSMUSG00000000730",0.00241367598657779,0.000260323645117789,0.00111288450353081,0.00139674188328162,0.00318088060809819,0.00322787378575929,0.000529886341926358,0.000320622170197818
"ENSMUSG00000000731",0.00122232928315503,0.00147976966315091,0.000520725773140172,0.000307188184618739,0.00299435639351878,0.00395268732404473,0.00111121656399669,0.00521325298177264
"ENSMUSG00000000732",0.000572523487230424,0.0005590779356689,5.59861621478712e-05,6.93302684604032e-05,0.00109967107518593,0.000253629816943614,0.00108491124811833,0.000568741900177839
"ENSMUSG00000000738",0.00294039586134578,0.0012401730315733,0.00386521227844618,0.00605602966115506,0.00589017594444044,0.00269354706681893,3.9258926194166e-05,0.00650132550793366
"ENSMUSG00000000739",0.00374516428495455,0.00619822855073163,0.000579844500158474,0.00105461688182199,0.00618656217328045,0.0073319163497385,0.003443738881523,0.000783023510554957
"ENSMUSG00000000740",0.000587319569012709,0.00100179454803682,0.000640868013138342,0.00282713596764353,0.00011904180468749,0.0004244011221888,0.000235588791174453,0.000238578220970295
"ENSMUSG00000000743",0.000253372894551143,0.000167376928067045,0.000773906515350344,0.00045370493740612,0.000119049999614967,0.00416595247867082,0.00170911396397302,0.00349802763283017
"ENSMUSG00000000751",0.00108796604009705,0.000755497738403454,0.000539752640278826,0.000138598886620082,0.000644510568887798,0.000904489307315738,0.0016176823964339,0.000413956406724643
"ENSMUSG00000000753",0.00255795200901404,0.000223863152609354,0.00195365804716956,0.000349511502170865,0.000657800868859047,0.00143891777563366,0.000162501565789393,0.000502351628590131
"ENSMUSG00000000759",0.000969513786519548,0.00101783699507384,0.00185371599519258,0.00251531774791508,0.000230384415724607,0.00010965121474866,0.00082343781695303,0.0021451462259842
"ENSMUSG00000000766",0.00172507695154097,0.000145126608189461,0.00264212763216133,0.00354240706278268,0.0010579924767514,0.00249613361950934,0.00158117308510571,0.00308297978991007
"ENSMUSG00000000776",0.00113892730132325,0.00024508460931346,0.00335436335207681,0.00382649626254152,0.0025826829536157,0.00122794351592057,0.00237150558233489,0.00812523746119361
"ENSMUSG00000000782",0.000186933754755984,0.000215172812224295,0.000326255215270188,0.000109286767579249,0.000229179337298542,0.000107244819319964,0.0029101873743825,0.000314377468424599
"ENSMUSG00000000787",0.000576450318639454,0.000526468499669863,0.00130871125857445,0.000910431083578752,0.000183978220251656,0.00023480906051014,0.000124096021854876,0.000278844092705572
"ENSMUSG00000000791",0.00134641673593115,0.00150049107158018,0.000860147603091113,0.000402800063298459,0.00227321339473224,0.00144662603360464,0.000274238273145903,0.00175268049360832
"ENSMUSG00000000792",0.000408132992056242,0.0036313696280625,7.54453049473215e-05,0.000647498354337384,0.00327784740651474,0.0070714597089024,0.00318455574685617,0.00600814656421763
"ENSMUSG00000000794",0.00113489753516385,0.00106329991637238,8.67018073409193e-05,0.000682131810393427,0.000995890120010442,9.71159254962734e-05,0.000660192281971782,0.00066740820346248
"ENSMUSG00000000804",0.00100955289917924,0.000173816281388834,0.000443223594883633,0.00172340527235066,0.000342764201808387,0.000281742814292989,0.000254638998339293,0.000107041704103787
"ENSMUSG00000000805",0.00104121708545294,0.00129028618517839,0.00110525092504707,0.000363216153836165,0.000346297519069637,0.00131658706502,0.000827304235886123,0.000981775041412094
"ENSMUSG00000000811",0.00115297288098604,0.00173134900017899,0.000662299947471241,0.00104128503128064,0.00198202393718824,0.00489733580865858,0.00137633376069003,0.000507089216362467
"ENSMUSG00000000817",0.00145980008962122,0.00145292898496265,0.00122375355604064,0.00172007299245657,0.00148888742137599,0.000633400655708099,0.00408106588464202,0.00132164063672041
"ENSMUSG00000000823",0.00077869289324776,0.00148242715714099,0.000780803817628181,0.0019121175120381,0.00177761259996073,0.00157047803891086,0.000142791420005736,0.00122431103471764
"ENSMUSG00000000826",0.000735099013397847,0.00071428087614923,0.00203364058290512,0.00349486000304887,7.94093307218025e-05,0.000823209421677627,0.00235674374630584,0.00162235092754132
"ENSMUSG00000000827",0.00124739169467766,0.00189404833573747,0.00176696318082615,0.00034531415210117,0.00487509241215042,0.00572057808623971,0.000356882644559549,1.75753149516706e-05
"ENSMUSG00000000838",0.0017696855858011,0.000246714590198524,0.00205166752334172,0.000713149809822559,0.00115878923233305,0.000748708799036561,0.000712188730495436,0.000645983025986042
"ENSMUSG00000000861",0.000112329870118867,0.000509281290806452,0.000503519012292813,1.79923760587829e-05,0.000580565170926253,0.000324840686292921,0.000487181929437073,0.000186617679239373
"ENSMUSG00000000869",0.00873017501614,0.000955669745768325,6.98529957463563e-05,0.00121585598906918,5.24690368021494e-05,0.000162754908717487,0.000427609180420864,0.00046224381875779
"ENSMUSG00000000876",5.70042135561575e-05,0.00177895959067801,0.000663393953568285,0.00106191222077906,0.00107817446927155,0.00244979448435498,0.000577777606611761,0.000101213044363653
"ENSMUSG00000000881",0.00413043002993392,0.00634484237309334,0.000971626835845966,0.00716113102820943,0.00425269241930301,0.00847565599212358,1.00584572230394e-05,0.00235510854980437
"ENSMUSG00000000884",0.00165156029707853,0.00131453963120923,0.00117669274194967,0.00264269597299268,0.000665201320949305,0.00228731512348857,0.00423447951142699,2.141636624323e-05
"ENSMUSG00000000889",0.00167409122153466,0.00333249422338881,0.00323247756992413,0.00162531487359161,0.000708380028433519,0.00481819812934255,0.00129404121042207,0.000604317181488193
"ENSMUSG00000000901",0.00401196314758871,0.00451653430367171,0.000378155714271824,0.00605536871841829,0.00389898052048084,0.0048463583449803,0.00145362363743752,0.00189410519512127
"ENSMUSG00000000902",0.00157451177717303,0.00104877682811436,0.00066556635298086,0.000991163948906658,0.000715794234138247,0.000319989460456874,0.00049706592890689,9.28657907994945e-06
"ENSMUSG00000000903",0.00173804559328634,0.00062971814495698,0.00128961530459276,0.00080705280376901,0.00125318301657306,0.00250972695560309,0.00055513296503645,0.000796413174478719
"ENSMUSG00000000915",0.000203183031037722,0.0012937589796559,2.85858142973742e-05,0.000488085836049466,0.000116867252356947,0.0025175401639121,0.000303201482572392,0.00167608563237003
"ENSMUSG00000000916",0.00382369542482538,0.000445883952745896,0.000467524563310706,0.000856682046882854,0.00109287696901012,0.00256592747077233,0.00171933265193798,0.000524189022857747
"ENSMUSG00000000934",7.48210862254951e-05,0.00314657494233391,0.00403498174582808,0.000772318525102729,0.00101948870219769,0.0021390835716508,0.00134300712905576,0.0011043454780847
"ENSMUSG00000000938",0.00239601938729611,0.0014485687817763,0.00621071406490337,0.00566406753960088,0.000639695564992047,0.00334258041578673,0.00353120919233916,0.00512814510645898
"ENSMUSG00000000942",0.00114486372186792,0.00130408089140424,0.00307956891140582,0.000585045186450054,0.00497545919419508,0.00185777811040811,0.000304102286973271,0.0029618267389487
"ENSMUSG00000000957",0.00018113209318083,0.000684812651281661,3.52476172750952e-05,0.000367275997450323,0.000805632109675462,0.000157037550066253,0.00060692681815332,6.37230750732648e-05
"ENSMUSG00000000958",0.000160895721431349,0.000769284640754255,0.000300330723059958,0.000175929446403372,0.00113650051223452,0.000797786539726997,0.00149514277957192,6.74983816762748e-05
"ENSMUSG00000000959",0.0009427048672467,0.0024173798655784,6.06656149517698e-05,0.00126673435004703,0.00237037238013058,0.00331376143671982,0.000146130041611276,0.00281214212904167
